date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:01	25905/25905	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Feb%202025%2006:08:34%20GMT	https://sahajshekha.com/wp-content/uploads/2025/02/Sahaj-Shekha-logo-25kb.png	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/02/Sahaj-Shekha-logo-25kb.png	(from https://sahajshekha.com/)
21:16:01	326628/326628	---M--	200	added ('OK')	font/woff2	date:Sat,%2008%20Feb%202025%2013:00:03%20GMT	https://sahajshekha.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://sahajshekha.com/)
21:16:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Aug%202025%2015:16:02%20GMT	https://sahajshekha.com/courses	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/courses	(from https://sahajshekha.com/)
21:16:02	49678/49678	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Feb%202025%2014:39:42%20GMT	https://sahajshekha.com/wp-content/uploads/2025/02/Sahaj-Shekha-banner-image.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/02/Sahaj-Shekha-banner-image.jpg	(from https://sahajshekha.com/)
21:16:02	25553/25553	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Feb%202025%2018:01:28%20GMT	https://sahajshekha.com/wp-content/uploads/2025/02/stipen-600px-25kb.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/02/stipen-600px-25kb.jpg	(from https://sahajshekha.com/)
21:16:03	25274/25274	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Feb%202025%2018:02:14%20GMT	https://sahajshekha.com/wp-content/uploads/2025/02/gift-600px-25kb.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/02/gift-600px-25kb.jpg	(from https://sahajshekha.com/)
21:16:03	208166/208166	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2015:16:02%20GMT	https://sahajshekha.com/courses/	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/courses/index.html	(from https://sahajshekha.com/)
21:16:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Aug%202025%2015:16:04%20GMT	https://sahajshekha.com/gift	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/gift	(from https://sahajshekha.com/)
21:16:06	208292/208292	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2015:16:04%20GMT	https://sahajshekha.com/gift/	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/gift/index.html	(from https://sahajshekha.com/)
21:16:06	262858/262858	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2015:16:03%20GMT	https://sahajshekha.com/cart-2/	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/cart-2/index.html	(from https://sahajshekha.com/)
21:16:07	330326/330326	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2015:16:04%20GMT	https://sahajshekha.com/dashboard/	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/dashboard/index.html	(from https://sahajshekha.com/)
21:16:07	14045/14045	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202025%2015:42:41%20GMT	https://sahajshekha.com/wp-content/uploads/2025/03/Class-8-Math.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/03/Class-8-Math.jpg	(from https://sahajshekha.com/)
21:16:08	201218/201218	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2015:16:06%20GMT	https://sahajshekha.com/tutor-login/	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/tutor-login/index.html	(from https://sahajshekha.com/)
21:16:08	18098/18098	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202025%2015:42:35%20GMT	https://sahajshekha.com/wp-content/uploads/2025/03/Class-8-Bangla-1.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/03/Class-8-Bangla-1.jpg	(from https://sahajshekha.com/)
21:16:09	330838/330838	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2015:16:08%20GMT	https://sahajshekha.com/dashboard/enrolled-courses/	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/dashboard/enrolled-courses/index.html	(from https://sahajshekha.com/)
21:16:09	15081/15081	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202025%2015:42:40%20GMT	https://sahajshekha.com/wp-content/uploads/2025/03/Class-8-ICT.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/03/Class-8-ICT.jpg	(from https://sahajshekha.com/)
21:16:09	15693/15693	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202025%2015:42:39%20GMT	https://sahajshekha.com/wp-content/uploads/2025/03/Class-8-English-2.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/03/Class-8-English-2.jpg	(from https://sahajshekha.com/)
21:16:10	13060/13060	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202025%2015:42:38%20GMT	https://sahajshekha.com/wp-content/uploads/2025/03/Class-8-English-1.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/03/Class-8-English-1.jpg	(from https://sahajshekha.com/)
